engine,BPR,OPR,year,mode_pct,thrust_kN,fuel_kg_s,TSFC
CFM56-7B27E/F,5.1,29.0,2005.0,0.07,8.498000000000001,0.11,0.04659919981172039
CFM56-7B27E/B1F,5.1,29.0,2005.0,0.07,8.498000000000001,0.11,0.04659919981172039
LEAP-1A26/26E1,11.1,33.4,2016.0,0.07,8.442,0.088,0.037526652452025584
LEAP-1A35A/33/33B2/32/30,10.5,38.6,2016.0,0.07,10.017000000000001,0.096,0.034501347708894875
LEAP-1A24/24E1/23,11.3,30.0,2016.0,0.07,7.476000000000001,0.087,0.041894060995184584
LEAP-1A26/26E1,11.1,33.3,2016.0,0.07,8.442,0.091,0.03880597014925373
LEAP-1A35A/33/33B2/32/30,10.5,38.5,2016.0,0.07,10.017000000000001,0.098,0.035220125786163514
LEAP-1A26CJ,11.1,33.3,2016.0,0.07,8.442,0.091,0.03880597014925373
LEAP-1A29,10.7,35.5,2016.0,0.07,9.121000000000002,0.094,0.03710119504440302
LEAP-1A29CJ,10.7,35.5,2016.0,0.07,9.121000000000002,0.094,0.03710119504440302
LEAP-1A24/24E1/23,11.3,30.0,2016.0,0.07,7.476000000000001,0.087,0.041894060995184584
LEAP-1A26/26E1,11.1,33.3,2016.0,0.07,8.442,0.091,0.03880597014925373
LEAP-1A26CJ,11.1,33.3,2016.0,0.07,8.442,0.091,0.03880597014925373
LEAP-1A29,10.7,35.5,2016.0,0.07,9.121000000000002,0.094,0.03710119504440302
LEAP-1A29CJ,10.7,35.5,2016.0,0.07,9.121000000000002,0.094,0.03710119504440302
LEAP-1A35A/33/33B2/32/30,10.5,38.5,2016.0,0.07,10.017000000000001,0.098,0.035220125786163514
LEAP-1B28,8.6,41.5,2016.0,0.07,9.128000000000002,0.098,0.03865030674846625
LEAP-1B28B2,8.6,41.5,2016.0,0.07,9.128000000000002,0.098,0.03865030674846625
LEAP-1B27,8.5,39.92,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B25,8.4,38.4,2016.0,0.07,8.344000000000001,0.093,0.04012464046021092
LEAP-1B21,8.5,36.8,2016.0,0.07,7.791,0.089,0.04112437427801309
LEAP-1B23,8.5,37.9,2016.0,0.07,8.064000000000002,0.091,0.04062499999999999
LEAP-1B25,8.4,40.135,2016.0,0.07,8.344000000000001,0.091,0.03926174496644294
LEAP-1B28BBJ2,8.3,40.5,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B27,8.3,40.5,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B28B2C,8.3,40.5,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B28BBJ1,8.3,42.0,2016.0,0.07,9.128000000000002,0.097,0.03825591586327782
LEAP-1B28/28B2/28B1/28B3,8.3,42.0,2016.0,0.07,9.128000000000002,0.097,0.03825591586327782
LEAP-1B21,8.5,36.8,2016.0,0.07,7.791,0.089,0.04112437427801309
LEAP-1B23,8.5,37.9,2016.0,0.07,8.064000000000002,0.091,0.04062499999999999
LEAP-1B25,8.4,40.135,2016.0,0.07,8.344000000000001,0.091,0.03926174496644294
LEAP-1B27,8.3,40.5,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B28B2C,8.3,40.5,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B28BBJ1,8.3,42.0,2016.0,0.07,9.128000000000002,0.097,0.03825591586327782
LEAP-1B28BBJ2,8.3,40.5,2016.0,0.07,8.729000000000001,0.095,0.03917974567533508
LEAP-1B28/28B1/28B2/28B3,8.3,42.0,2016.0,0.07,9.128000000000002,0.097,0.03825591586327782
GP7270,8.71,36.62,2005.0,0.07,23.267300000000002,0.234,0.036205318193344306
CF34-10A16,5.7,25.1,2006.0,0.07,5.383000000000001,0.083,0.05550808099572728
CF34-10A16/16-B,5.7,25.1,2006.0,0.07,5.383000000000001,0.083,0.05550808099572728
CF34-10A18,5.4,26.5,2006.0,0.07,5.747,0.086,0.053871585174873844
CF34-10E2A1,5.09,25.1,2004.0,0.07,5.2808,0.084,0.05726405090137859
CF34-10E2A1,5.09,25.1,2004.0,0.07,5.2808,0.084,0.05726405090137859
CF34-10E5,5.09,25.6,2006.0,0.07,5.418000000000001,0.084,0.05581395348837209
CF34-10E5,5.09,25.5,2009.0,0.07,5.418000000000001,0.085,0.056478405315614606
CF34-10E5,5.09,25.6,2004.0,0.07,5.418000000000001,0.085,0.056478405315614606
CF34-10E5A1,5.09,27.3,2006.0,0.07,5.859000000000001,0.087,0.05345622119815667
CF34-10E5A1,5.09,27.2,2009.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-10E5A1,5.09,27.3,2004.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-10E6,5.09,25.6,2006.0,0.07,5.418000000000001,0.084,0.05581395348837209
CF34-10E6,5.09,25.5,2009.0,0.07,5.418000000000001,0.085,0.056478405315614606
CF34-10E6,5.09,25.6,2004.0,0.07,5.418000000000001,0.085,0.056478405315614606
CF34-10E6A1,5.09,27.3,2006.0,0.07,5.859000000000001,0.087,0.05345622119815667
CF34-10E6A1,5.09,27.2,2009.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-10E6A1,5.09,27.3,2004.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-10E7,5.09,27.3,2006.0,0.07,5.859000000000001,0.087,0.05345622119815667
CF34-10E7,5.09,27.2,2009.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-10E7,5.09,27.3,2004.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-10E7-B,5.09,27.2,2009.0,0.07,5.859000000000001,0.088,0.05407066052227341
CF34-3A,6.25,19.7,1991.0,0.07,2.8707000000000003,0.0496,0.06220085693384888
CF34-3A1,6.25,19.7,1991.0,0.07,2.8707000000000003,0.0496,0.06220085693384888
CF34-3B,6.25,19.3,1991.0,0.07,2.8707000000000003,0.0489,0.06132302225937924
CF34-3B/-3B1,6.25,19.3,1991.0,0.07,2.8707000000000003,0.0489,0.06132302225937924
CF34-8C1,5.13,23.03,,0.07,3.9452000000000003,0.069,0.06296258744803812
CF34-8C1 Block 1,5.13,22.15,2002.0,0.07,3.9452000000000003,0.0703,0.06414883909560985
CF34-8C5,5.13,23.09,2002.0,0.07,4.159400000000001,0.0643,0.05565225753714477
CF34-8C5,5.13,23.09,2002.0,0.07,4.159400000000001,0.064,0.05539260470260133
CF34-8C5A1,5.13,23.49,2002.0,0.07,4.2434,0.065,0.05514445963142762
CF34-8C5A2,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF34-8C5A3,5.13,24.82,2002.0,0.07,4.5171,0.067,0.053397091053994816
CF34-8C5B1,5.13,22.08,2002.0,0.07,3.9445000000000006,0.063,0.0574977817213842
CF34-8E2,5.13,21.71,2002.0,0.07,3.8633,0.062,0.05777444153961638
CF34-8E2,5.13,21.71,2002.0,0.07,3.8633,0.062,0.05777444153961638
CF34-8E2A1,5.13,23.0,2002.0,0.07,4.1405,0.064,0.055645453447651254
CF34-8E5,5.13,23.18,2002.0,0.07,4.1776,0.0644,0.055495978552278814
CF34-8E5,5.13,23.18,2002.0,0.07,4.1776,0.064,0.055151283033320564
CF34-8E5A1,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF34-8E5A1,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF34-8E5A2,5.13,24.82,2002.0,0.07,4.5171,0.067,0.053397091053994816
CF34-8E6,5.13,23.18,2002.0,0.07,4.1776,0.064,0.055151283033320564
CF34-8E6A1,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF34-8C5,5.13,23.09,2002.0,0.07,4.159400000000001,0.064,0.05539260470260133
CF34-8C5A1,5.13,23.49,2002.0,0.07,4.2434,0.065,0.05514445963142762
CF34-8C5B1,5.13,22.08,2002.0,0.07,3.9445000000000006,0.063,0.0574977817213842
CF34-8C5A2,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF34-8C5A3,5.13,24.82,2002.0,0.07,4.5171,0.067,0.053397091053994816
CF34-8E2,5.13,21.71,2002.0,0.07,3.8633,0.062,0.05777444153961638
CF34-8E2A1,5.13,23.0,2002.0,0.07,4.1405,0.064,0.055645453447651254
CF34-8E5,5.13,23.18,2002.0,0.07,4.1776,0.064,0.055151283033320564
CF34-8E5A1,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF34-8E5A2,5.13,24.82,2002.0,0.07,4.5171,0.067,0.053397091053994816
CF34-8E6,5.13,23.18,2002.0,0.07,4.1776,0.064,0.055151283033320564
CF34-8E6A1,5.13,24.12,2002.0,0.07,4.374300000000001,0.066,0.0543172621905219
CF6-45A,4.3,25.38,1987.0,0.07,14.196000000000002,0.163,0.04133558748943364
CF6-45A2,4.3,25.9,1979.0,0.07,14.196000000000002,0.2,0.05071851225697379
CF6-45A2,4.3,25.38,1987.0,0.07,14.196000000000002,0.163,0.04133558748943364
CF6-50A,4.3,26.88,1987.0,0.07,15.071000000000002,0.163,0.03893570433282463
CF6-50C,4.3,28.8,1979.0,0.07,15.694,0.212,0.04863004970052249
CF6-50C,4.3,27.76,1987.0,0.07,15.694,0.163,0.037390085382948905
CF6-50C1,4.3,28.44,1987.0,0.07,16.128000000000004,0.163,0.03638392857142857
"CF6-50C1, -C2",4.3,29.8,1979.0,0.07,16.128000000000004,0.215,0.04799107142857142
CF6-50C2,4.3,28.44,1987.0,0.07,16.128000000000004,0.163,0.03638392857142857
CF6-50C2B,4.3,29.06,1987.0,0.07,16.569,0.163,0.0354155350353069
CF6-50C2R,4.3,28.8,1979.0,0.07,15.694,0.212,0.04863004970052249
CF6-50C2R,4.3,27.76,1987.0,0.07,15.694,0.163,0.037390085382948905
CF6-50CA,4.3,27.76,1987.0,0.07,15.694,0.163,0.037390085382948905
CF6-50E,4.3,28.44,1987.0,0.07,16.128000000000004,0.163,0.03638392857142857
CF6-50E1,4.3,28.44,1987.0,0.07,16.128000000000004,0.163,0.03638392857142857
CF6-50E2,4.3,29.8,1979.0,0.07,16.128000000000004,0.215,0.04799107142857142
CF6-50E2,4.3,28.44,1987.0,0.07,16.128000000000004,0.163,0.03638392857142857
CF6-50E2B,4.3,29.06,1987.0,0.07,16.569,0.163,0.0354155350353069
CF6-6D,5.9,24.7,1979.0,0.07,12.236000000000002,0.1728,0.050840143837855505
CF6-6D1A,5.9,25.4,1979.0,0.07,12.733000000000002,0.176,0.04976046493363699
CF6-6K,5.9,24.7,1979.0,0.07,12.236000000000002,0.1728,0.050840143837855505
CF6-6K2,5.9,25.4,1979.0,0.07,12.733000000000002,0.176,0.04976046493363699
CF6-80A,5.0,29.0,1983.0,0.07,14.616000000000001,0.15,0.03694581280788177
CF6-80A1,5.0,29.0,1983.0,0.07,14.63,0.15,0.03691045796308954
CF6-80A2,5.0,30.1,1983.0,0.07,15.155000000000001,0.15,0.03563180468492246
CF6-80A3,5.0,30.1,1983.0,0.07,15.246000000000002,0.15,0.03541912632821723
CF6-80C2A1,5.1,30.96,1985.0,0.07,18.018,0.199,0.03976023976023976
CF6-80C2A1,5.1,30.53,1995.0,0.07,18.018,0.201,0.040159840159840164
CF6-80C2A2,5.1,28.0,1985.0,0.07,16.334500000000002,0.189,0.04165416755946003
CF6-80C2A2,5.1,28.0,1985.0,0.07,16.334500000000002,0.189,0.04165416755946003
CF6-80C2A2,5.1,27.79,1995.0,0.07,16.334500000000002,0.192,0.04231534482230861
CF6-80C2A3,5.1,31.64,1985.0,0.07,18.355400000000003,0.202,0.03961776915785001
CF6-80C2A3,5.1,31.64,1985.0,0.07,18.355400000000003,0.202,0.03961776915785001
CF6-80C2A3,5.1,31.09,1995.0,0.07,18.355400000000003,0.203,0.03981389672793837
CF6-80C2A5,5.1,31.58,1985.0,0.07,18.711000000000002,0.207,0.039826839826839815
CF6-80C2A5,5.1,31.58,1985.0,0.07,18.711000000000002,0.207,0.039826839826839815
CF6-80C2A5,5.1,31.66,1995.0,0.07,18.7138,0.205,0.03943613803717043
CF6-80C2A5F,5.1,32.88,1995.0,0.07,19.0316,0.22,0.041614998213497546
CF6-80C2A8,5.1,31.0,1985.0,0.07,18.018,0.205,0.04095904095904096
CF6-80C2A8,5.1,30.45,1995.0,0.07,18.015900000000002,0.201,0.04016452133948346
CF6-80C2B1,5.1,30.08,1985.0,0.07,17.430000000000003,0.196,0.040481927710843364
CF6-80C2B1,5.1,29.53,1995.0,0.07,17.4307,0.197,0.040686834148944105
CF6-80C2B1F,5.1,30.13,1985.0,0.07,17.801000000000002,0.205,0.04145834503679568
CF6-80C2B1F,5.1,30.13,1985.0,0.07,17.801000000000002,0.199,0.04024493006010898
CF6-80C2B1F,5.1,30.13,1995.0,0.07,17.7982,0.199,0.04025126136350867
CF6-80C2B2,5.1,27.74,1985.0,0.07,16.177,0.192,0.04272732892378068
CF6-80C2B2,5.1,27.53,1995.0,0.07,16.175600000000003,0.19,0.042285912114542884
CF6-80C2B2F,5.1,27.52,1985.0,0.07,16.1945,0.1852,0.04116953286609651
CF6-80C2B2F,5.1,27.6,1995.0,0.07,16.1945,0.188,0.04179196640834851
CF6-80C2B4,5.1,30.36,1985.0,0.07,17.8045,0.199,0.04023701873121964
CF6-80C2B4,5.1,30.14,1995.0,0.07,17.8045,0.201,0.040641410879272095
CF6-80C2B4F,5.1,30.17,1985.0,0.07,17.8353,0.1926,0.038875712771862546
CF6-80C2B4F,5.1,30.22,1995.0,0.07,17.8353,0.199,0.04016753292627543
CF6-80C2B5F,5.1,32.82,1995.0,0.07,19.0771,0.206,0.03887383302493565
CF6-80C2B6,5.1,31.56,1985.0,0.07,18.704,0.207,0.03984174508126603
CF6-80C2B6,5.1,31.66,1995.0,0.07,18.704,0.205,0.039456800684345594
CF6-80C2B6F,5.1,31.79,1985.0,0.07,18.6921,0.1963,0.037806345996437
CF6-80C2B6F,5.1,31.72,1995.0,0.07,18.6921,0.203,0.03909673070441524
CF6-80C2B7F,5.1,31.79,1985.0,0.07,18.6921,0.2,0.03851894650681304
CF6-80C2B7F,5.1,31.72,1995.0,0.07,18.6921,0.203,0.03909673070441524
CF6-80C2B8F,5.1,31.37,1996.0,0.07,18.69,0.205,0.03948635634028892
CF6-80C2B8FA,5.1,31.71,1995.0,0.07,18.6914,0.205,0.0394833987823277
CF6-80C2D1F,5.1,32.86,1985.0,0.07,18.8972,0.196,0.03733886501703956
CF6-80C2D1F,5.1,32.05,1995.0,0.07,18.8972,0.205,0.039053404737209745
CF6-80E1A1,5.1,32.44,1992.0,0.07,19.705000000000002,0.226,0.041289012940877945
CF6-80E1A1,5.1,32.46,1995.0,0.07,19.7071,0.226,0.041284613159724155
CF6-80E1A2,5.1,33.08,1992.0,0.07,20.090000000000003,0.228,0.04085614733698357
CF6-80E1A2,5.1,33.1,1995.0,0.07,20.092800000000004,0.228,0.04085045389393215
CF6-80E1A3,5.1,35.7,1995.0,0.07,21.336000000000002,0.227,0.03830146231721034
CF6-80E1A4,5.1,34.5,1995.0,0.07,20.820800000000002,0.227,0.0392492123261354
CF6-80E1A4,5.1,34.5,1996.0,0.07,20.820800000000002,0.227,0.0392492123261354
CF6-80C2B1F,5.1,30.13,1995.0,0.07,17.7982,0.199,0.04025126136350867
CF6-80C2B5F,5.1,32.82,1995.0,0.07,19.0771,0.206,0.03887383302493565
CF6-80C2B6F,5.1,31.72,1995.0,0.07,18.6921,0.203,0.03909673070441524
GE90-110B1,7.34,39.73,2003.0,0.07,34.482000000000006,0.37,0.038628849834696354
GE90-113B,7.17,41.21,2003.0,0.07,35.343,0.38,0.03870639164756812
GE90-115B,7.08,42.24,2003.0,0.07,35.973,0.38,0.038028521391043284
GE90-110B1,7.3,40.36,2003.0,0.07,34.482000000000006,0.334,0.03487036714807725
GE90-113B,7.2,41.81,2003.0,0.07,35.343,0.338,0.03442831678125796
GE90-115B,7.1,42.94,2003.0,0.07,35.973,0.341,0.03412559419564674
GE90-110B1,7.3,40.36,2003.0,0.07,34.482000000000006,0.334,0.03487036714807725
GE90-115B,7.1,42.94,2003.0,0.07,35.973,0.341,0.03412559419564674
GE90-76B,8.5,35.3,1995.0,0.07,25.2434,0.3,0.04278346023118914
GE90-76B,8.6,35.1,1997.0,0.07,25.2434,0.28,0.03993122954910987
GE90-76B,8.53,34.88,2000.0,0.07,25.242000000000004,0.267,0.038079391490373184
GE90-76B,8.53,34.88,2000.0,0.07,25.242000000000004,0.267,0.038079391490373184
GE90-76B,8.6,35.45,2007.0,0.07,24.802400000000002,0.292,0.04238299519401348
GE90-76B,8.53,35.5,2007.0,0.07,25.425400000000003,0.258,0.03653039873512314
GE90-77B,8.6,35.2,1995.0,0.07,25.439400000000003,0.3,0.042453831458289105
GE90-77B,8.58,35.3,1997.0,0.07,25.439400000000003,0.281,0.03976508879926414
GE90-77B,8.52,35.1,2000.0,0.07,25.438000000000002,0.269,0.03806903058416542
GE90-77B,8.58,35.68,2007.0,0.07,24.9949,0.292,0.042056579542226614
GE90-77B,8.52,35.8,2007.0,0.07,25.672500000000003,0.26,0.03645924627519719
GE90-85B,8.4,38.1,1995.0,0.07,27.6717,0.3,0.039029044113661246
GE90-85B,8.44,38.0,1997.0,0.07,27.6717,0.292,0.03798826960396362
GE90-85B,8.41,37.7,2000.0,0.07,27.671000000000003,0.282,0.036688229554407134
GE90-85B,8.44,38.37,2007.0,0.07,27.188000000000002,0.292,0.038664116521994994
GE90-85B,8.41,38.16,2007.0,0.07,27.8047,0.271,0.035087593104762865
GE90-90B,8.4,39.7,1995.0,0.07,29.2691,0.313,0.038497938098540775
GE90-90B,8.36,39.8,1997.0,0.07,29.2691,0.3,0.03689898220307423
GE90-90B,8.36,39.38,2000.0,0.07,29.267000000000003,0.291,0.03579458092732428
GE90-90B,8.36,40.32,2007.0,0.07,28.7574,0.3,0.03755555091906779
GE90-90B,8.36,39.85,2007.0,0.07,29.347500000000004,0.28,0.03434704830053667
GE90-92B,8.4,40.4,1995.0,0.07,29.870400000000004,0.316,0.03808452514864213
GE90-92B,8.33,40.6,1997.0,0.07,29.870400000000004,0.304,0.03663827735818736
GE90-94B,8.33,40.53,2000.0,0.07,30.296000000000003,0.296,0.0351729601267494
GE90-94B,8.33,40.53,2000.0,0.07,30.296000000000003,0.296,0.0351729601267494
GE90-94B,8.33,40.82,2007.0,0.07,30.164400000000004,0.284,0.03389425945816922
GEnx-1B54,9.4,35.2,2009.0,0.07,17.871000000000002,0.184,0.03706563706563706
GEnx-1B58,9.2,37.2,2009.0,0.07,18.991000000000003,0.19,0.03601706071296929
GEnx-1B64,9.0,40.6,2009.0,0.07,20.860000000000003,0.199,0.034343240651965486
GEnx-1B67,8.9,41.9,2009.0,0.07,21.609,0.203,0.03381924198250729
GEnx-1B70,8.8,43.5,2009.0,0.07,22.512000000000004,0.208,0.033262260127931764
GEnx-2B67,8.0,42.4,2009.0,0.07,20.986000000000004,0.216,0.037053273610978744
GEnx-1B54/P1,9.4,35.1,2009.0,0.07,17.871000000000002,0.195,0.0392815175423871
GEnx-1B58/P1,9.2,37.1,2009.0,0.07,18.991000000000003,0.2,0.0379126954873361
GEnx-1B64/P1,9.0,40.5,2009.0,0.07,20.860000000000003,0.21,0.03624161073825503
GEnx-1B67/P1,8.9,41.9,2009.0,0.07,21.609,0.214,0.035651811745106204
GEnx-1B70/P1,8.8,43.5,2009.0,0.07,22.512000000000004,0.219,0.035021321961620465
GEnx-1B70/72/P1,8.8,43.5,2009.0,0.07,22.512000000000004,0.219,0.035021321961620465
GEnx-1B70/75/P1,8.8,43.5,2009.0,0.07,22.512000000000004,0.219,0.035021321961620465
GEnx-1B74/75/P1,8.8,46.0,2009.0,0.07,23.884,0.226,0.03406464578797522
GEnx-1B75/P1,8.8,46.5,2009.0,0.07,24.164,0.227,0.03381890415494124
GEnx-1B54/P2,9.39,35.5,2012.0,0.07,17.871000000000002,0.203,0.0408930669800235
GEnx-1B58/P2,9.24,37.5,2012.0,0.07,18.991000000000003,0.203,0.038481385919646144
GEnx-1B64/P2,9.01,40.9,2012.0,0.07,20.860000000000003,0.204,0.03520613614573345
GEnx-1B67/P2,8.92,42.2,2012.0,0.07,21.609,0.209,0.034818825489379424
GEnx-1B70/72/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B70/75/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B70/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B74/75/P2,8.65,46.4,2012.0,0.07,23.884,0.221,0.03331100318204656
GEnx-1B75/P2,8.62,47.0,2012.0,0.07,24.164,0.222,0.03307399437179275
GEnx-1B76/P2,8.59,47.5,2012.0,0.07,24.444000000000003,0.223,0.03284241531664212
GEnx-1B76A/P2,8.59,47.5,2012.0,0.07,24.444000000000003,0.223,0.03284241531664212
GEnx-2B67B,8.0,42.4,2009.0,0.07,20.986000000000004,0.216,0.037053273610978744
GEnx-2B67/P,8.03,43.55,2012.0,0.07,20.986700000000003,0.219,0.03756664935411474
GEnx-1B54/P2,9.39,35.5,2012.0,0.07,17.871000000000002,0.203,0.0408930669800235
GEnx-1B58/P2,9.24,37.5,2012.0,0.07,18.991000000000003,0.203,0.038481385919646144
GEnx-1B64/P2,9.01,40.9,2012.0,0.07,20.860000000000003,0.204,0.03520613614573345
GEnx-1B67/P2,8.92,42.2,2012.0,0.07,21.609,0.209,0.034818825489379424
GEnx-1B70/72/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B70/75/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B70/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B74/75/P2,8.65,46.4,2012.0,0.07,23.884,0.221,0.03331100318204656
GEnx-1B75/P2,8.62,47.0,2012.0,0.07,24.164,0.222,0.03307399437179275
GEnx-1B76/P2,8.59,47.5,2012.0,0.07,24.444000000000003,0.223,0.03284241531664212
GEnx-1B76A/P2,8.59,47.5,2012.0,0.07,24.444000000000003,0.223,0.03284241531664212
GEnx-2B67/P,8.03,43.55,2012.0,0.07,20.986700000000003,0.219,0.03756664935411474
GEnx-1B54/P2,9.39,35.5,2012.0,0.07,17.871000000000002,0.203,0.0408930669800235
GEnx-1B58/P2,9.24,37.5,2012.0,0.07,18.991000000000003,0.203,0.038481385919646144
GEnx-1B64/P2,9.01,40.9,2012.0,0.07,20.860000000000003,0.204,0.03520613614573345
GEnx-1B67/P2,8.92,42.2,2012.0,0.07,21.609,0.209,0.034818825489379424
GEnx-1B70/72/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B70/75/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B70/P2,8.81,43.9,2012.0,0.07,22.512000000000004,0.213,0.034061833688699354
GEnx-1B74/75/P2,8.65,46.4,2012.0,0.07,23.884,0.221,0.03331100318204656
GEnx-1B75/P2,8.62,47.0,2012.0,0.07,24.164,0.222,0.03307399437179275
GEnx-1B76/P2,8.59,47.5,2012.0,0.07,24.444000000000003,0.223,0.03284241531664212
GEnx-1B76A/P2,8.59,47.5,2012.0,0.07,24.444000000000003,0.223,0.03284241531664212
GEnx-2B67/P,8.03,43.55,2012.0,0.07,20.986700000000003,0.219,0.03756664935411474
Passport20-19BB1A,5.89322,41.3980675013609,2015.0,0.07,5.8911946991422495,0.0783289435619542,0.04786536708150075
AS907-1-1A,4.2,21.95,2002.0,0.07,2.1434,0.048,0.08061957637398526
HTF7000 (AS907-1-1A),4.2,21.95,2010.0,0.07,2.1434,0.048,0.08061957637398526
HTF7000 (AS907-1-1A),4.2,21.95,2010.0,0.07,2.1434,0.048,0.08061957637398526
HTF7250G (AS907-2-1G),4.2,22.58,2010.0,0.07,2.3002000000000002,0.049,0.07668898356664637
HTF7250G (AS907-2-1G),4.2,22.58,2010.0,0.07,2.3002000000000002,0.049,0.07668898356664637
HTF7350 (AS907-2-1A),4.2,22.88,2010.0,0.07,2.31,0.048,0.0748051948051948
HTF7500E (AS907-3-1E-A1),4.2,21.05,2010.0,0.07,2.0580000000000003,0.048,0.08396501457725947
HTF7500E (AS907-3-1E-A2),4.2,22.3,2010.0,0.07,2.2127000000000003,0.049,0.07972160708636507
HTF7500E (AS907-3-1E-A3),4.2,23.57,2010.0,0.07,2.3681,0.05,0.07601030361893502
HTF7700L (AS907-2-1S),4.2,23.29,2010.0,0.07,2.3821000000000003,0.048,0.07254103522102347
AS907-2-1A (HTF7350),4.2,22.88,2010.0,0.07,2.31,0.048,0.0748051948051948
AS907-2-1G (HTF7250G),4.2,22.58,2010.0,0.07,2.3002000000000002,0.049,0.07668898356664637
AS907-2-1S (HTF7700L),4.2,23.29,2010.0,0.07,2.3821000000000003,0.048,0.07254103522102347
AS907-3-1E-A1 (HTF7500E),4.2,21.05,2010.0,0.07,2.0580000000000003,0.048,0.08396501457725947
AS907-3-1E-A2 (HTF7500E),4.2,22.3,2010.0,0.07,2.2127000000000003,0.049,0.07972160708636507
AS907-3-1E-A3 (HTF7500E),4.2,23.57,2010.0,0.07,2.3681,0.05,0.07601030361893502
V2500-A1,5.3,29.8,1988.0,0.07,7.784000000000001,0.124,0.05734840698869475
V2522-A5,4.88,25.6,1992.0,0.07,7.1862,0.118,0.05911330049261083
V2522-A5 SelectOne™ Upgrade Package,4.9,25.7,2008.0,0.07,7.175000000000001,0.13,0.06522648083623693
V2524-A5,4.81,26.9,1992.0,0.07,7.634200000000001,0.123,0.05800214822771213
V2524-A5 SelectOne™ Upgrade Package,4.8,27.0,2008.0,0.07,7.623000000000001,0.133,0.06280991735537189
V2525-D5,4.82,27.2,1992.0,0.07,7.784000000000001,0.128,0.05919835560123329
V2527-A5,4.82,27.2,1992.0,0.07,7.784000000000001,0.128,0.05919835560123329
V2527-A5 SelectOne™ Upgrade Package,4.8,27.1,2008.0,0.07,7.721000000000001,0.134,0.062478953503432196
V2527-A5E SelectOne™ Upgrade Package,4.8,27.1,2008.0,0.07,7.721000000000001,0.134,0.062478953503432196
V2527-A5M SelectOne™ Upgrade Package,4.8,27.1,2008.0,0.07,7.721000000000001,0.134,0.062478953503432196
V2527E-A5,4.82,27.2,1992.0,0.07,7.784000000000001,0.128,0.05919835560123329
V2527M-A5,4.82,27.2,1992.0,0.07,7.784000000000001,0.128,0.05919835560123329
V2528-D5,4.66,30.0,1992.0,0.07,8.715000000000002,0.134,0.055352839931153176
V2530-A5,4.54,32.1,1992.0,0.07,9.338000000000001,0.138,0.053201970443349754
V2530-A5 SelectOne™ Upgrade Package,4.6,32.0,2008.0,0.07,9.31,0.145,0.0560687432867884
V2533-A5,4.46,33.44,1992.0,0.07,9.839200000000002,0.1363,0.049869908122611585
V2533-A5 SelectOne™ Upgrade Package,4.5,33.7,2008.0,0.07,9.842,0.147,0.05376955903271692
V2531-E5,4.52,32.3,2008.0,0.07,9.436000000000002,0.144,0.054938533276812196
V2522-A5 SelectOne™ Upgrade Package,4.9,25.7,2008.0,0.07,7.175000000000001,0.13,0.06522648083623693
V2524-A5 SelectOne™ Upgrade Package,4.8,27.0,2008.0,0.07,7.623000000000001,0.133,0.06280991735537189
V2527-A5 SelectOne™ Upgrade Package,4.8,27.1,2008.0,0.07,7.721000000000001,0.134,0.062478953503432196
V2527-A5E SelectOne™ Upgrade Package,4.8,27.1,2008.0,0.07,7.721000000000001,0.134,0.062478953503432196
V2527-A5M SelectOne™ Upgrade Package,4.8,27.1,2008.0,0.07,7.721000000000001,0.134,0.062478953503432196
